prompt,target
Predict the Tg of the following SMILES: O(C)C(=O)C(C)(C*)*,104.85
Predict the Tg of the following SMILES: *CC(*)(C(=O)OC)C,104.85
Predict the Tg of the following SMILES: O=C(OC)C(*)(C*)C,104.85
Predict the Tg of the following SMILES: c12c(cc3c(c1)c(=O)n(-c1cccc(Oc4cc(O*)ccc4)c1)c3=O)c(=O)n(-c1cccc(*)c1)c2=O,220.85
Predict the Tg of the following SMILES: *c1cc(-n2c(=O)c3cc4c(c(=O)n(-c5cc(Oc6cc(O*)ccc6)ccc5)c4=O)cc3c2=O)ccc1,220.85
Predict the Tg of the following SMILES: c1ccc(*)cc1-n1c(=O)c2cc3c(c(=O)n(-c4cc(Oc5cc(O*)ccc5)ccc4)c3=O)cc2c1=O,220.85
Predict the Tg of the following SMILES: c1c(-n2c(=O)c3cc4c(c(=O)n(-c5cc(*)ccc5)c4=O)cc3c2=O)cccc1Oc1cccc(O*)c1,220.85
Predict the Tg of the following SMILES: n1(-c2cccc(Oc3cc(O*)ccc3)c2)c(=O)c2cc3c(c(=O)n(-c4cccc(*)c4)c3=O)cc2c1=O,220.85
Predict the Tg of the following SMILES: c12cc3c(cc1c(=O)n(-c1cc(*)ccc1)c2=O)c(=O)n(-c1cc(Oc2cc(O*)ccc2)ccc1)c3=O,220.85
Predict the Tg of the following SMILES: c1c2c(=O)n(-c3cccc(*)c3)c(=O)c2cc2c1c(=O)n(-c1cccc(Oc3cc(O*)ccc3)c1)c2=O,220.85
Predict the Tg of the following SMILES: c1(=O)c2c(c(=O)n1-c1cc(*)ccc1)cc1c(c2)c(=O)n(-c2cc(Oc3cc(O*)ccc3)ccc2)c1=O,220.85
Predict the Tg of the following SMILES: c1cc(-n2c(=O)c3cc4c(=O)n(-c5cccc(Oc6cc(O*)ccc6)c5)c(=O)c4cc3c2=O)cc(*)c1,220.85
Predict the Tg of the following SMILES: c1(Oc2cc(O*)ccc2)cc(-n2c(=O)c3c(cc4c(c3)c(=O)n(-c3cccc(*)c3)c4=O)c2=O)ccc1,220.85
Predict the Tg of the following SMILES: C(c1c(C)cc(C*)c(C)c1)*,99.85
Predict the Tg of the following SMILES: c1(C)cc(C*)c(C)cc1C*,99.85
Predict the Tg of the following SMILES: Cc1c(C*)cc(C)c(C*)c1,99.85
Predict the Tg of the following SMILES: c1(C)cc(C*)c(C)cc1C*,99.85
Predict the Tg of the following SMILES: c1(C)cc(C*)c(C)cc1C*,99.85
Predict the Tg of the following SMILES: c1(C)c(C*)cc(C)c(C*)c1,99.85
Predict the Tg of the following SMILES: c1(C*)cc(C)c(C*)cc1C,99.85
Predict the Tg of the following SMILES: c1(C*)c(C)cc(C*)c(C)c1,99.85
Predict the Tg of the following SMILES: c1(C)cc(C*)c(C)cc1C*,99.85
Predict the Tg of the following SMILES: c1(C)cc(C*)c(C)cc1C*,99.85
Predict the Tg of the following SMILES: c1(NC(=O)c2ccc(C3(c4ccc(*)cc4)c4ccccc4C(=O)O3)cc2)ccc(Oc2ccc(NC(*)=O)cc2)cc1,319.85
Predict the Tg of the following SMILES: c1c2c(ccc1)C(=O)OC2(c1ccc(*)cc1)c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)*)cc3)cc2)cc1,319.85
Predict the Tg of the following SMILES: c1ccc2c(c1)C(=O)OC2(c1ccc(*)cc1)c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)*)cc3)cc2)cc1,319.85
Predict the Tg of the following SMILES: c1cc(Oc2ccc(NC(c3ccc(C4(c5ccc(*)cc5)c5c(cccc5)C(=O)O4)cc3)=O)cc2)ccc1NC(*)=O,319.85
Predict the Tg of the following SMILES: c1(Oc2ccc(NC(c3ccc(C4(c5ccc(*)cc5)c5c(cccc5)C(=O)O4)cc3)=O)cc2)ccc(NC(*)=O)cc1,319.85
Predict the Tg of the following SMILES: c1cc(*)ccc1C1(c2ccc(C(=O)Nc3ccc(Oc4ccc(NC(*)=O)cc4)cc3)cc2)c2c(cccc2)C(=O)O1,319.85
Predict the Tg of the following SMILES: c1cc2c(cc1)C(c1ccc(*)cc1)(c1ccc(C(=O)Nc3ccc(Oc4ccc(NC(=O)*)cc4)cc3)cc1)OC2=O,319.85
Predict the Tg of the following SMILES: c1cc(NC(c2ccc(C3(c4ccc(*)cc4)c4ccccc4C(=O)O3)cc2)=O)ccc1Oc1ccc(NC(*)=O)cc1,319.85
Predict the Tg of the following SMILES: c1(NC(=O)*)ccc(Oc2ccc(NC(=O)c3ccc(C4(c5ccc(*)cc5)c5c(cccc5)C(=O)O4)cc3)cc2)cc1,319.85
Predict the Tg of the following SMILES: c1cc(NC(c2ccc(C3(c4ccc(*)cc4)OC(=O)c4ccccc43)cc2)=O)ccc1Oc1ccc(NC(=O)*)cc1,319.85
Predict the Tg of the following SMILES: c1(C(*)(C*)C)ccccc1,135.85
Predict the Tg of the following SMILES: c1c(C(C)(C*)*)cccc1,135.85
Predict the Tg of the following SMILES: C(C(*)(C)c1ccccc1)*,135.85
Predict the Tg of the following SMILES: *CC(c1ccccc1)(*)C,135.85
Predict the Tg of the following SMILES: *C(C*)(c1ccccc1)C,135.85
Predict the Tg of the following SMILES: *CC(*)(c1ccccc1)C,135.85
Predict the Tg of the following SMILES: c1cccc(C(C)(*)C*)c1,135.85
Predict the Tg of the following SMILES: c1cccc(C(C)(*)C*)c1,135.85
Predict the Tg of the following SMILES: *CC(c1ccccc1)(C)*,135.85
Predict the Tg of the following SMILES: c1ccccc1C(*)(C)C*,135.85
Predict the Tg of the following SMILES: C(C(C*)*)C1CCCC1,59.85
Predict the Tg of the following SMILES: C(C1CCCC1)C(C*)*,59.85
Predict the Tg of the following SMILES: C1CCCC1CC(*)C*,59.85
Predict the Tg of the following SMILES: C1CCC(CC(C*)*)C1,59.85
Predict the Tg of the following SMILES: C1C(CC(C*)*)CCC1,59.85
Predict the Tg of the following SMILES: C1CC(CC(C*)*)CC1,59.85
Predict the Tg of the following SMILES: C1C(CC(*)C*)CCC1,59.85
Predict the Tg of the following SMILES: C1(CC(C*)*)CCCC1,59.85
Predict the Tg of the following SMILES: C(C1CCCC1)C(C*)*,59.85
Predict the Tg of the following SMILES: *CC(CC1CCCC1)*,59.85
Predict the Tg of the following SMILES: c1c(OCC)ccc(C(C*)*)c1,85.85
Predict the Tg of the following SMILES: c1cc(OCC)ccc1C(C*)*,85.85
Predict the Tg of the following SMILES: c1(OCC)ccc(C(C*)*)cc1,85.85
Predict the Tg of the following SMILES: c1cc(OCC)ccc1C(*)C*,85.85
Predict the Tg of the following SMILES: C(C(*)c1ccc(OCC)cc1)*,85.85
Predict the Tg of the following SMILES: C(C(*)c1ccc(OCC)cc1)*,85.85
Predict the Tg of the following SMILES: *C(C*)c1ccc(OCC)cc1,85.85
Predict the Tg of the following SMILES: O(c1ccc(C(*)C*)cc1)CC,85.85
Predict the Tg of the following SMILES: c1(C(*)C*)ccc(OCC)cc1,85.85
Predict the Tg of the following SMILES: *C(C*)c1ccc(OCC)cc1,85.85
Predict the Tg of the following SMILES: C(C(*)OC=O)*,30.85
Predict the Tg of the following SMILES: *C(OC=O)C*,30.85
Predict the Tg of the following SMILES: O=COC(*)C*,30.85
Predict the Tg of the following SMILES: *C(OC=O)C*,30.85
Predict the Tg of the following SMILES: C(*)C(*)OC=O,30.85
Predict the Tg of the following SMILES: C(=O)OC(*)C*,30.85
Predict the Tg of the following SMILES: O=COC(*)C*,30.85
Predict the Tg of the following SMILES: C(=O)OC(*)C*,30.85
Predict the Tg of the following SMILES: O(C=O)C(C*)*,30.85
Predict the Tg of the following SMILES: C(C*)(OC=O)*,30.85
Predict the Tg of the following SMILES: *C(c1cccc2ccccc12)C*,158.85
Predict the Tg of the following SMILES: *CC(*)c1c2c(ccc1)cccc2,158.85
Predict the Tg of the following SMILES: c1ccc(C(*)C*)c2ccccc12,158.85
Predict the Tg of the following SMILES: c1cc2c(C(*)C*)cccc2cc1,158.85
Predict the Tg of the following SMILES: *CC(*)c1c2ccccc2ccc1,158.85
Predict the Tg of the following SMILES: c1ccc2c(C(C*)*)cccc2c1,158.85
Predict the Tg of the following SMILES: c1cc2c(cccc2)c(C(*)C*)c1,158.85
Predict the Tg of the following SMILES: C(C*)(*)c1cccc2ccccc12,158.85
Predict the Tg of the following SMILES: c1cc2c(cc1)cccc2C(C*)*,158.85
Predict the Tg of the following SMILES: c12ccccc1c(C(C*)*)ccc2,158.85
Predict the Tg of the following SMILES: *CC(OC(C)C)*,-3.15
Predict the Tg of the following SMILES: C(*)C(*)OC(C)C,-3.15
Predict the Tg of the following SMILES: C(C(*)OC(C)C)*,-3.15
Predict the Tg of the following SMILES: C(*)C(OC(C)C)*,-3.15
Predict the Tg of the following SMILES: C(C*)(OC(C)C)*,-3.15
Predict the Tg of the following SMILES: C(C*)(OC(C)C)*,-3.15
Predict the Tg of the following SMILES: C(C(*)OC(C)C)*,-3.15
Predict the Tg of the following SMILES: O(C(C)C)C(*)C*,-3.15
Predict the Tg of the following SMILES: *CC(*)OC(C)C,-3.15
Predict the Tg of the following SMILES: *C(C*)OC(C)C,-3.15
Predict the Tg of the following SMILES: c1c(COC)ccc(C(C*)*)c1,76.85
Predict the Tg of the following SMILES: C(*)C(*)c1ccc(COC)cc1,76.85
Predict the Tg of the following SMILES: *CC(c1ccc(COC)cc1)*,76.85
Predict the Tg of the following SMILES: c1(COC)ccc(C(C*)*)cc1,76.85
Predict the Tg of the following SMILES: c1(COC)ccc(C(*)C*)cc1,76.85
Predict the Tg of the following SMILES: COCc1ccc(C(*)C*)cc1,76.85
Predict the Tg of the following SMILES: c1c(COC)ccc(C(*)C*)c1,76.85
Predict the Tg of the following SMILES: O(C)Cc1ccc(C(*)C*)cc1,76.85
Predict the Tg of the following SMILES: C(C(c1ccc(COC)cc1)*)*,76.85
Predict the Tg of the following SMILES: c1(COC)ccc(C(C*)*)cc1,76.85
Predict the Tg of the following SMILES: CC(c1cc(Cl)c(OC(=O)O*)cc1)(C)c1ccc(*)cc1,145.85
Predict the Tg of the following SMILES: O(C(O*)=O)c1ccc(C(C)(C)c2ccc(*)cc2)cc1Cl,145.85
Predict the Tg of the following SMILES: c1(*)ccc(C(C)(C)c2ccc(OC(=O)O*)c(Cl)c2)cc1,145.85
Predict the Tg of the following SMILES: c1(Cl)cc(C(C)(c2ccc(*)cc2)C)ccc1OC(=O)O*,145.85
Predict the Tg of the following SMILES: Clc1cc(C(c2ccc(*)cc2)(C)C)ccc1OC(=O)O*,145.85
Predict the Tg of the following SMILES: c1c(C(C)(c2ccc(*)cc2)C)cc(Cl)c(OC(O*)=O)c1,145.85
Predict the Tg of the following SMILES: *OC(Oc1c(Cl)cc(C(c2ccc(*)cc2)(C)C)cc1)=O,145.85
Predict the Tg of the following SMILES: c1(*)ccc(C(C)(C)c2ccc(OC(O*)=O)c(Cl)c2)cc1,145.85
Predict the Tg of the following SMILES: O(*)C(=O)Oc1ccc(C(C)(C)c2ccc(*)cc2)cc1Cl,145.85
Predict the Tg of the following SMILES: O(*)C(Oc1c(Cl)cc(C(C)(C)c2ccc(*)cc2)cc1)=O,145.85
Predict the Tg of the following SMILES: c1c2c(cc(*)c1)C(=O)N(c1cccc(N3C(=O)c4c(cc(Oc5ccc(Sc6ccc(O*)cc6)cc5)cc4)C3=O)c1)C2=O,208.85
Predict the Tg of the following SMILES: c1(O*)ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3cc(N5C(=O)c6c(cc(*)cc6)C5=O)ccc3)C4=O)cc2)cc1,208.85
Predict the Tg of the following SMILES: c1(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5c(cc(*)cc5)C4=O)c2)C3=O)ccc(Sc2ccc(O*)cc2)cc1,208.85
Predict the Tg of the following SMILES: c12c(cc(Oc3ccc(Sc4ccc(O*)cc4)cc3)cc1)C(=O)N(c1cccc(N3C(=O)c4c(ccc(*)c4)C3=O)c1)C2=O,208.85
Predict the Tg of the following SMILES: C1(=O)N(c2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)C(=O)c2ccc(Oc3ccc(Sc4ccc(O*)cc4)cc3)cc21,208.85
Predict the Tg of the following SMILES: O(c1ccc(Sc2ccc(Oc3cc4c(cc3)C(=O)N(c3cccc(N5C(=O)c6cc(*)ccc6C5=O)c3)C4=O)cc2)cc1)*,208.85
Predict the Tg of the following SMILES: O=C1c2ccc(*)cc2C(=O)N1c1cc(N2C(=O)c3cc(Oc4ccc(Sc5ccc(O*)cc5)cc4)ccc3C2=O)ccc1,208.85
Predict the Tg of the following SMILES: O=C1c2c(cc(Oc3ccc(Sc4ccc(O*)cc4)cc3)cc2)C(=O)N1c1cccc(N2C(=O)c3c(ccc(*)c3)C2=O)c1,208.85
Predict the Tg of the following SMILES: C1(=O)c2cc(*)ccc2C(=O)N1c1cc(N2C(=O)c3c(ccc(Oc4ccc(Sc5ccc(O*)cc5)cc4)c3)C2=O)ccc1,208.85
Predict the Tg of the following SMILES: O=C1c2ccc(Oc3ccc(Sc4ccc(O*)cc4)cc3)cc2C(=O)N1c1cc(N2C(=O)c3cc(*)ccc3C2=O)ccc1,208.85
Predict the Tg of the following SMILES: c1cc(C(C)(C*)*)ccc1C,120.85
Predict the Tg of the following SMILES: c1c(C(C*)(*)C)ccc(C)c1,120.85
Predict the Tg of the following SMILES: C(*)C(C)(c1ccc(C)cc1)*,120.85
Predict the Tg of the following SMILES: C(*)(c1ccc(C)cc1)(C)C*,120.85
Predict the Tg of the following SMILES: c1c(C)ccc(C(C*)(*)C)c1,120.85
Predict the Tg of the following SMILES: Cc1ccc(C(C*)(*)C)cc1,120.85
Predict the Tg of the following SMILES: c1c(C)ccc(C(*)(C*)C)c1,120.85
Predict the Tg of the following SMILES: c1(C)ccc(C(C)(C*)*)cc1,120.85
Predict the Tg of the following SMILES: *C(C*)(C)c1ccc(C)cc1,120.85
Predict the Tg of the following SMILES: C(C(*)(c1ccc(C)cc1)C)*,120.85
Predict the Tg of the following SMILES: C(=O)(OCC(C)C)C(C*)(C)*,47.85
Predict the Tg of the following SMILES: CC(COC(C(C*)(C)*)=O)C,47.85
Predict the Tg of the following SMILES: C(OC(=O)C(*)(C*)C)C(C)C,47.85
Predict the Tg of the following SMILES: C(COC(C(C*)(*)C)=O)(C)C,47.85
Predict the Tg of the following SMILES: *C(C)(C*)C(=O)OCC(C)C,47.85
Predict the Tg of the following SMILES: C(=O)(C(C)(*)C*)OCC(C)C,47.85
Predict the Tg of the following SMILES: C(*)C(C(OCC(C)C)=O)(C)*,47.85
Predict the Tg of the following SMILES: CC(C)COC(C(C)(C*)*)=O,47.85
Predict the Tg of the following SMILES: O=C(C(C)(*)C*)OCC(C)C,47.85
Predict the Tg of the following SMILES: *CC(C)(*)C(OCC(C)C)=O,47.85
Predict the Tg of the following SMILES: *CC(*)CC1CCCCC1,74.85
Predict the Tg of the following SMILES: *C(C*)CC1CCCCC1,74.85
Predict the Tg of the following SMILES: *CC(*)CC1CCCCC1,74.85
Predict the Tg of the following SMILES: C(C(C*)*)C1CCCCC1,74.85
Predict the Tg of the following SMILES: C1CCCCC1CC(*)C*,74.85
Predict the Tg of the following SMILES: C1CC(CC(*)C*)CCC1,74.85
Predict the Tg of the following SMILES: *CC(*)CC1CCCCC1,74.85
Predict the Tg of the following SMILES: C1C(CC(*)C*)CCCC1,74.85
Predict the Tg of the following SMILES: C1C(CC(*)C*)CCCC1,74.85
Predict the Tg of the following SMILES: *CC(*)CC1CCCCC1,74.85
Predict the Tg of the following SMILES: c1cc(C(=O)OCCO*)cc2ccc(C(*)=O)cc12,123.85
Predict the Tg of the following SMILES: C(=O)(c1cc2ccc(C(*)=O)cc2cc1)OCCO*,123.85
Predict the Tg of the following SMILES: c1c(C(*)=O)cc2ccc(C(OCCO*)=O)cc2c1,123.85
Predict the Tg of the following SMILES: c1cc2cc(C(*)=O)ccc2cc1C(=O)OCCO*,123.85
Predict the Tg of the following SMILES: *C(c1ccc2cc(C(OCCO*)=O)ccc2c1)=O,123.85
Predict the Tg of the following SMILES: c1cc2c(ccc(C(=O)*)c2)cc1C(OCCO*)=O,123.85
Predict the Tg of the following SMILES: c12cc(C(*)=O)ccc1cc(C(=O)OCCO*)cc2,123.85
Predict the Tg of the following SMILES: c12c(ccc(C(OCCO*)=O)c1)cc(C(*)=O)cc2,123.85
Predict the Tg of the following SMILES: c1c(C(*)=O)cc2ccc(C(OCCO*)=O)cc2c1,123.85
Predict the Tg of the following SMILES: c1(C(*)=O)ccc2c(c1)ccc(C(=O)OCCO*)c2,123.85
Predict the Tg of the following SMILES: c1(C)c(C(*)C*)ccc(Cl)c1,144.85
Predict the Tg of the following SMILES: c1c(Cl)ccc(C(C*)*)c1C,144.85
Predict the Tg of the following SMILES: c1(Cl)ccc(C(*)C*)c(C)c1,144.85
Predict the Tg of the following SMILES: Cc1cc(Cl)ccc1C(C*)*,144.85
Predict the Tg of the following SMILES: *C(c1ccc(Cl)cc1C)C*,144.85
Predict the Tg of the following SMILES: c1(Cl)cc(C)c(C(C*)*)cc1,144.85
Predict the Tg of the following SMILES: c1(C(*)C*)c(C)cc(Cl)cc1,144.85
Predict the Tg of the following SMILES: C(C*)(c1ccc(Cl)cc1C)*,144.85
Predict the Tg of the following SMILES: c1c(Cl)ccc(C(C*)*)c1C,144.85
Predict the Tg of the following SMILES: Clc1ccc(C(*)C*)c(C)c1,144.85
Predict the Tg of the following SMILES: O(c1c(C)cc(*)cc1C)*,208.85
Predict the Tg of the following SMILES: Cc1c(O*)c(C)cc(*)c1,208.85
Predict the Tg of the following SMILES: Cc1cc(*)cc(C)c1O*,208.85
Predict the Tg of the following SMILES: *c1cc(C)c(O*)c(C)c1,208.85
Predict the Tg of the following SMILES: *Oc1c(C)cc(*)cc1C,208.85
Predict the Tg of the following SMILES: c1(O*)c(C)cc(*)cc1C,208.85
Predict the Tg of the following SMILES: Cc1c(O*)c(C)cc(*)c1,208.85
Predict the Tg of the following SMILES: c1(*)cc(C)c(O*)c(C)c1,208.85
Predict the Tg of the following SMILES: O(c1c(C)cc(*)cc1C)*,208.85
Predict the Tg of the following SMILES: *Oc1c(C)cc(*)cc1C,208.85
Predict the Tg of the following SMILES: *C(C*)C(=O)OCC(C)C,-24.15
Predict the Tg of the following SMILES: O=C(OCC(C)C)C(*)C*,-24.15
Predict the Tg of the following SMILES: *C(C(=O)OCC(C)C)C*,-24.15
Predict the Tg of the following SMILES: O(C(=O)C(*)C*)CC(C)C,-24.15
Predict the Tg of the following SMILES: CC(C)COC(=O)C(*)C*,-24.15
Predict the Tg of the following SMILES: C(C(C*)*)(OCC(C)C)=O,-24.15
Predict the Tg of the following SMILES: CC(COC(=O)C(*)C*)C,-24.15
Predict the Tg of the following SMILES: O(CC(C)C)C(=O)C(*)C*,-24.15
Predict the Tg of the following SMILES: *CC(*)C(OCC(C)C)=O,-24.15
Predict the Tg of the following SMILES: CC(C)COC(=O)C(*)C*,-24.15
Predict the Tg of the following SMILES: c1c(O*)cccc1*,44.85
Predict the Tg of the following SMILES: c1cc(*)cc(O*)c1,44.85
Predict the Tg of the following SMILES: c1(*)cc(O*)ccc1,44.85
Predict the Tg of the following SMILES: *Oc1cc(*)ccc1,44.85
Predict the Tg of the following SMILES: *Oc1cccc(*)c1,44.85
Predict the Tg of the following SMILES: c1c(*)cc(O*)cc1,44.85
Predict the Tg of the following SMILES: c1c(*)cccc1O*,44.85
Predict the Tg of the following SMILES: c1c(*)cc(O*)cc1,44.85
Predict the Tg of the following SMILES: *Oc1cccc(*)c1,44.85
Predict the Tg of the following SMILES: c1cc(*)cc(O*)c1,44.85
Predict the Tg of the following SMILES: C(O*)CCC*,-83.15
Predict the Tg of the following SMILES: *OCCCC*,-83.15
Predict the Tg of the following SMILES: C(CCO*)C*,-83.15
Predict the Tg of the following SMILES: C(CCC*)O*,-83.15
Predict the Tg of the following SMILES: *CCCCO*,-83.15
Predict the Tg of the following SMILES: C(CO*)CC*,-83.15
Predict the Tg of the following SMILES: O(CCCC*)*,-83.15
Predict the Tg of the following SMILES: O(CCCC*)*,-83.15
Predict the Tg of the following SMILES: C(CCC*)O*,-83.15
Predict the Tg of the following SMILES: C(O*)CCC*,-83.15
Predict the Tg of the following SMILES: c1(C(Nc2ccc(N*)cc2)=O)ccc(C(=O)*)cc1,326.85
Predict the Tg of the following SMILES: *C(c1ccc(C(=O)Nc2ccc(N*)cc2)cc1)=O,326.85
Predict the Tg of the following SMILES: O=C(*)c1ccc(C(=O)Nc2ccc(N*)cc2)cc1,326.85
Predict the Tg of the following SMILES: c1c(NC(=O)c2ccc(C(*)=O)cc2)ccc(N*)c1,326.85
Predict the Tg of the following SMILES: c1c(C(=O)*)ccc(C(=O)Nc2ccc(N*)cc2)c1,326.85
Predict the Tg of the following SMILES: c1cc(N*)ccc1NC(c1ccc(C(=O)*)cc1)=O,326.85
Predict the Tg of the following SMILES: c1(NC(c2ccc(C(*)=O)cc2)=O)ccc(N*)cc1,326.85
Predict the Tg of the following SMILES: c1(NC(=O)c2ccc(C(=O)*)cc2)ccc(N*)cc1,326.85
Predict the Tg of the following SMILES: c1cc(NC(=O)c2ccc(C(=O)*)cc2)ccc1N*,326.85
Predict the Tg of the following SMILES: c1cc(C(Nc2ccc(N*)cc2)=O)ccc1C(=O)*,326.85
Predict the Tg of the following SMILES: C(C)=CC(*)C*,-60.15
Predict the Tg of the following SMILES: C(C)=CC(C*)*,-60.15
Predict the Tg of the following SMILES: C(=CC(C*)*)C,-60.15
Predict the Tg of the following SMILES: C(C)=CC(*)C*,-60.15
Predict the Tg of the following SMILES: C(=CC)C(*)C*,-60.15
Predict the Tg of the following SMILES: C(C)=CC(C*)*,-60.15
Predict the Tg of the following SMILES: *C(C*)C=CC,-60.15
Predict the Tg of the following SMILES: *C(C=CC)C*,-60.15
Predict the Tg of the following SMILES: C(*)(C*)C=CC,-60.15
Predict the Tg of the following SMILES: CC=CC(*)C*,-60.15
Predict the Tg of the following SMILES: C(CCCC(O*)=O)C(OCCCC*)=O,-68.15
Predict the Tg of the following SMILES: C(CCC*)OC(CCCCC(O*)=O)=O,-68.15
Predict the Tg of the following SMILES: C(CCCC(=O)O*)C(=O)OCCCC*,-68.15
Predict the Tg of the following SMILES: O=C(O*)CCCCC(=O)OCCCC*,-68.15
Predict the Tg of the following SMILES: C(CCCCC(=O)OCCCC*)(O*)=O,-68.15
Predict the Tg of the following SMILES: C(CCCC(O*)=O)C(=O)OCCCC*,-68.15
Predict the Tg of the following SMILES: C(CCCOC(=O)CCCCC(=O)O*)*,-68.15
Predict the Tg of the following SMILES: C(COC(=O)CCCCC(=O)O*)CC*,-68.15
Predict the Tg of the following SMILES: C(CCOC(CCCCC(O*)=O)=O)C*,-68.15
Predict the Tg of the following SMILES: O=C(CCCCC(OCCCC*)=O)O*,-68.15
Predict the Tg of the following SMILES: S(c1ccc(Oc2ccc(S(=O)(c3ccc(*)cc3)=O)cc2)cc1)(=O)(c1ccc(O*)cc1)=O,219.85
Predict the Tg of the following SMILES: c1c(S(=O)(c2ccc(Oc3ccc(S(=O)(c4ccc(O*)cc4)=O)cc3)cc2)=O)ccc(*)c1,219.85
Predict the Tg of the following SMILES: O(c1ccc(S(c2ccc(O*)cc2)(=O)=O)cc1)c1ccc(S(c2ccc(*)cc2)(=O)=O)cc1,219.85
Predict the Tg of the following SMILES: c1(S(=O)(=O)c2ccc(Oc3ccc(S(c4ccc(*)cc4)(=O)=O)cc3)cc2)ccc(O*)cc1,219.85
Predict the Tg of the following SMILES: c1cc(S(=O)(=O)c2ccc(O*)cc2)ccc1Oc1ccc(S(=O)(c2ccc(*)cc2)=O)cc1,219.85
Predict the Tg of the following SMILES: c1cc(Oc2ccc(S(=O)(c3ccc(*)cc3)=O)cc2)ccc1S(=O)(=O)c1ccc(O*)cc1,219.85
Predict the Tg of the following SMILES: *Oc1ccc(S(=O)(c2ccc(Oc3ccc(S(=O)(c4ccc(*)cc4)=O)cc3)cc2)=O)cc1,219.85
Predict the Tg of the following SMILES: O=S(c1ccc(Oc2ccc(S(=O)(=O)c3ccc(*)cc3)cc2)cc1)(c1ccc(O*)cc1)=O,219.85
Predict the Tg of the following SMILES: c1cc(*)ccc1S(=O)(c1ccc(Oc2ccc(S(=O)(=O)c3ccc(O*)cc3)cc2)cc1)=O,219.85
Predict the Tg of the following SMILES: O=S(c1ccc(Oc2ccc(S(=O)(c3ccc(*)cc3)=O)cc2)cc1)(c1ccc(O*)cc1)=O,219.85
Predict the Tg of the following SMILES: *CC=C(Br)C*,-32.15
Predict the Tg of the following SMILES: *CC=C(Br)C*,-32.15
Predict the Tg of the following SMILES: C(=C(C*)Br)C*,-32.15
Predict the Tg of the following SMILES: C(C(Br)=CC*)*,-32.15
Predict the Tg of the following SMILES: C(Br)(C*)=CC*,-32.15
Predict the Tg of the following SMILES: *CC(Br)=CC*,-32.15
Predict the Tg of the following SMILES: C(C=C(C*)Br)*,-32.15
Predict the Tg of the following SMILES: C(Br)(=CC*)C*,-32.15
Predict the Tg of the following SMILES: C(*)C(Br)=CC*,-32.15
Predict the Tg of the following SMILES: *CC=C(C*)Br,-32.15
Predict the Tg of the following SMILES: c1c(Cl)c(OC(=O)O*)c(Cl)cc1C(C)(C)c1ccc(*)cc1,185.85
Predict the Tg of the following SMILES: *OC(=O)Oc1c(Cl)cc(C(C)(C)c2ccc(*)cc2)cc1Cl,185.85
Predict the Tg of the following SMILES: O(C(=O)O*)c1c(Cl)cc(C(c2ccc(*)cc2)(C)C)cc1Cl,185.85
Predict the Tg of the following SMILES: *OC(=O)Oc1c(Cl)cc(C(C)(c2ccc(*)cc2)C)cc1Cl,185.85
Predict the Tg of the following SMILES: Clc1c(OC(=O)O*)c(Cl)cc(C(c2ccc(*)cc2)(C)C)c1,185.85
Predict the Tg of the following SMILES: c1(C(C)(C)c2ccc(*)cc2)cc(Cl)c(OC(O*)=O)c(Cl)c1,185.85
Predict the Tg of the following SMILES: c1c(Cl)c(OC(=O)O*)c(Cl)cc1C(C)(C)c1ccc(*)cc1,185.85
Predict the Tg of the following SMILES: c1(OC(O*)=O)c(Cl)cc(C(c2ccc(*)cc2)(C)C)cc1Cl,185.85
Predict the Tg of the following SMILES: c1c(Cl)c(OC(O*)=O)c(Cl)cc1C(C)(c1ccc(*)cc1)C,185.85
Predict the Tg of the following SMILES: c1(*)ccc(C(C)(C)c2cc(Cl)c(OC(O*)=O)c(Cl)c2)cc1,185.85
Predict the Tg of the following SMILES: c1(Sc2ccc(OC(=O)O*)cc2)ccc(*)cc1,114.85
Predict the Tg of the following SMILES: c1cc(Sc2ccc(*)cc2)ccc1OC(O*)=O,114.85
Predict the Tg of the following SMILES: c1cc(Sc2ccc(*)cc2)ccc1OC(O*)=O,114.85
Predict the Tg of the following SMILES: C(Oc1ccc(Sc2ccc(*)cc2)cc1)(O*)=O,114.85
Predict the Tg of the following SMILES: O(c1ccc(Sc2ccc(*)cc2)cc1)C(=O)O*,114.85
Predict the Tg of the following SMILES: *OC(=O)Oc1ccc(Sc2ccc(*)cc2)cc1,114.85
Predict the Tg of the following SMILES: O=C(O*)Oc1ccc(Sc2ccc(*)cc2)cc1,114.85
Predict the Tg of the following SMILES: *c1ccc(Sc2ccc(OC(=O)O*)cc2)cc1,114.85
Predict the Tg of the following SMILES: c1(Sc2ccc(OC(O*)=O)cc2)ccc(*)cc1,114.85
Predict the Tg of the following SMILES: O=C(Oc1ccc(Sc2ccc(*)cc2)cc1)O*,114.85
Predict the Tg of the following SMILES: Cc1c(*)ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(O*)=O)cc3)c(C)c2)c1,170.85
